step,train_error_hist,train_loss_hist,val_error_hist,val_loss_hist,lr_hist
13500,0.0625,1.583308219909668,0.03125,0.17016276717185974,0.0026406599543669393
14000,0.125,1.6899608373641968,0.109375,0.27004146575927734,0.002614769790082968
14500,0.0,1.4846149682998657,0.0625,0.1776106357574463,0.002588115618268867
15000,0.03125,1.5224419832229614,0.0625,0.16909390687942505,0.002560715706362593
15500,0.03125,1.5409297943115234,0.078125,0.283108651638031,0.0025325888328951093
16000,0.15625,1.6940947771072388,0.0625,0.23896414041519165,0.002503754274620523
16500,0.03125,1.4720295667648315,0.109375,0.4204404950141907,0.0024742317933047564
17000,0.03125,1.4712823629379272,0.03125,0.07976771891117096,0.0024440416221818227
17500,0.109375,1.5354163646697998,0.015625,0.06231120228767395,0.002413204452086976
18000,0.125,1.5513378381729126,0.015625,0.08976371586322784,0.0023817414172762493
18500,0.046875,1.4496660232543945,0.09375,0.2792142629623413,0.002349674080942089
19000,0.046875,1.5674972534179688,0.015625,0.12211106717586517,0.0023170244204350175
19500,0.0625,1.481870174407959,0.0625,0.27962061762809753,0.0022838148122014605
20000,0.046875,1.4446772336959839,0.078125,0.1705089807510376,0.002250068016448044
20500,0.125,1.5801341533660889,0.046875,0.13184794783592224,0.0022158071615428873
21000,0.03125,1.4307458400726318,0.03125,0.13056521117687225,0.0021810557281645745
21500,0.0625,1.4146149158477783,0.109375,0.19724898040294647,0.002145837533209671
22000,0.0625,1.4020973443984985,0.0625,0.12433454394340515,0.00211017671346981
22500,0.078125,1.3965427875518799,0.078125,0.20095980167388916,0.002074097709089544
23000,0.046875,1.3690016269683838,0.140625,0.18107829988002777,0.0020376252468162883
23500,0.046875,1.3677103519439697,0.0625,0.17489710450172424,0.0020007843230538443
24000,0.046875,1.4166771173477173,0.046875,0.1500014364719391,0.0019636001867311148
24500,0.015625,1.362932801246643,0.09375,0.43406912684440613,0.001926098321997746
25000,0.046875,1.3425114154815674,0.03125,0.08736269176006317,0.001888304430758566
25500,0.03125,1.384930968284607,0.046875,0.1519123911857605,0.001850244415058783
26000,0.0625,1.4013159275054932,0.046875,0.1934700906276703,0.001811944359332018
26500,0.0,1.2967430353164673,0.046875,0.2207336127758026,0.0017734305125233346
27000,0.078125,1.409063696861267,0.125,0.39128434658050537,0.0017347292700995267
27500,0.0625,1.3490813970565796,0.0625,0.27104926109313965,0.0016958671559589816
28000,0.015625,1.2617230415344238,0.046875,0.057514969259500504,0.0016568708042535246
28500,0.0625,1.3180663585662842,0.03125,0.06693817675113678,0.001617766941134704
29000,0.015625,1.254080057144165,0.03125,0.1357593834400177,0.0015785823664370199
29500,0.046875,1.2621843814849854,0.046875,0.17936170101165771,0.001539343935310656
30000,0.0,1.2357032299041748,0.015625,0.058443717658519745,0.0015000785398163042
30500,0.0625,1.281143069267273,0.09375,0.3008970618247986,0.001460813090494685
31000,0.078125,1.3217854499816895,0.046875,0.07161732017993927,0.0014215744979234112
31500,0.046875,1.2684521675109863,0.046875,0.24998417496681213,0.0013823896542738195
32000,0.015625,1.238337516784668,0.046875,0.0886441245675087,0.0013432854148804202
32500,0.03125,1.268850326538086,0.046875,0.08410430699586868,0.001304288579835594
33000,0.015625,1.254581332206726,0.078125,0.27290078997612,0.0012654258756221452
33500,0.078125,1.3273277282714844,0.09375,0.19943660497665405,0.0012267239367963056
34000,0.0625,1.2594674825668335,0.09375,0.15677988529205322,0.0011882092877337422
34500,0.046875,1.2255854606628418,0.09375,0.30470535159111023,0.0011499083244510722
35000,0.03125,1.2126781940460205,0.015625,0.06844523549079895,0.0011118472965153542
35500,0.0625,1.2252193689346313,0.046875,0.2383556067943573,0.0010740522890539444
36000,0.015625,1.1964566707611084,0.078125,0.3095393776893616,0.0010365492048770542
36500,0.0,1.1921494007110596,0.109375,0.44299471378326416,0.0009993637467252577
37000,0.0625,1.2486127614974976,0.046875,0.21963807940483093,0.000962521399654116
37500,0.046875,1.208516001701355,0.046875,0.2914392650127411,0.0009260474135679968
38000,0.03125,1.2006045579910278,0.078125,0.17208558320999146,0.0008899667859150469
38500,0.0,1.1446855068206787,0.125,0.33847665786743164,0.0008543042445551915
39000,0.015625,1.1745812892913818,0.125,0.5224467515945435,0.000819084230812896
39500,0.0,1.1292656660079956,0.109375,0.34862929582595825,0.000784330882726299
40000,0.0,1.1395325660705566,0.015625,0.12745359539985657,0.000750068018504212
40500,0.046875,1.2122669219970703,0.046875,0.11695381999015808,0.0007163191202023032
41000,0.0625,1.2174417972564697,0.140625,0.5008023977279663,0.0006831073176296745
41500,0.015625,1.1786623001098633,0.03125,0.061306774616241455,0.0006504553724968424
42000,0.015625,1.1591242551803589,0.046875,0.2178654968738556,0.0006183856628160005
42500,0.03125,1.1493492126464844,0.015625,0.08679009228944778,0.0005869201675642451
43000,0.03125,1.152047038078308,0.0625,0.21147917211055756,0.0005560804516202864
43500,0.0625,1.2410953044891357,0.046875,0.26990461349487305,0.0005258876509849534
44000,0.03125,1.1664851903915405,0.015625,0.034717053174972534,0.0004963624582956376
44500,0.015625,1.1346536874771118,0.03125,0.1819041669368744,0.0004675251086445926
45000,0.03125,1.2053886651992798,0.0625,0.29538270831108093,0.0004393953657108105
45500,0.015625,1.1317933797836304,0.078125,0.2884085178375244,0.0004119925082149867
46000,0.015625,1.146664023399353,0.09375,0.2861381769180298,0.00038533531670684553
46500,0.046875,1.1519193649291992,0.03125,0.11659874022006989,0.0003594420606938902
47000,0.046875,1.1930245161056519,0.015625,0.10267938673496246,0.00033433048612039544
47500,0.0,1.101516842842102,0.09375,0.4014594256877899,0.00031001780320522173
48000,0.015625,1.1257680654525757,0.09375,0.29284051060676575,0.00028652067464679466
48500,0.015625,1.1831443309783936,0.09375,0.2893134355545044,0.0002638552042033195
49000,0.03125,1.1622822284698486,0.03125,0.13072626292705536,0.0002420369256560735
49500,0.03125,1.1500517129898071,0.0625,0.1183663159608841,0.00022108079216332462
50000,0.03125,1.156433343887329,0.125,0.4440114498138428,0.0002010011660121873
50500,0.015625,1.1292654275894165,0.046875,0.09625568240880966,0.00018181180877542596
51000,0.03125,1.1526598930358887,0.078125,0.40531471371650696,0.00016352587187996038
51500,0.046875,1.1599534749984741,0.0625,0.32074403762817383,0.0001461558875935361
52000,0.015625,1.171283483505249,0.046875,0.1319761574268341,0.00012971376043573258
52500,0.046875,1.1739792823791504,0.046875,0.21777275204658508,0.00011421075901920131
53000,0.015625,1.1493115425109863,0.0625,0.208161860704422,9.965750832672171e-05
53500,0.015625,1.1094316244125366,0.078125,0.1619330793619156,8.606398242936637e-05
54000,0.0,1.1191445589065552,0.03125,0.05345848947763443,7.34394976507743e-05
54500,0.046875,1.2058547735214233,0.109375,0.5431032180786133,6.179270618220495e-05
55000,0.03125,1.145086646080017,0.046875,0.2949709892272949,5.1131590152761195e-05
55500,0.015625,1.125211477279663,0.03125,0.08659330010414124,4.1463456158834954e-05
56000,0.0,1.1099222898483276,0.0,0.005322603043168783,3.279493025653119e-05
56500,0.015625,1.1237678527832031,0.046875,0.13906782865524292,2.5131953420501284e-05
57000,0.0,1.1015180349349976,0.078125,0.3595826029777527,1.8479777472294068e-05
57500,0.03125,1.1338810920715332,0.03125,0.10506933927536011,1.2842961481020931e-05
58000,0.0,1.1146985292434692,0.046875,0.19517716765403748,8.225368638797248e-06
58500,0.03125,1.1243153810501099,0.125,0.49282366037368774,4.630163613102922e-06
59000,0.015625,1.1241425275802612,0.09375,0.3160960376262665,2.059810377878335e-06
59500,0.0,1.1033135652542114,0.046875,0.2608785033226013,5.160705248384856e-07
