step,train_error_hist,train_loss_hist,val_error_hist,val_loss_hist,lr_hist
0,0.4599999785423279,1.3680309057235718,0.5600000023841858,13.433511734008789,0.009999999995613509
500,0.3999999761581421,1.3881357908248901,0.3199999928474426,0.6254839301109314,0.00999890779915886
1000,0.19999998807907104,1.2332686185836792,0.23999999463558197,0.6679266095161438,0.009995622916528054
1500,0.17999999225139618,1.1797070503234863,0.2199999988079071,0.6663774251937866,0.009990146788579178
2000,0.14000000059604645,1.0366663932800293,0.23999999463558197,0.5878803730010986,0.009982481817322935
2500,0.09999999403953552,0.879652738571167,0.35999998450279236,1.260117530822754,0.00997263136486905
3000,0.1599999964237213,0.9897435903549194,0.07999999821186066,0.2640143036842346,0.009960599751951533
3500,0.19999998807907104,0.9981822371482849,0.19999998807907104,0.35675522685050964,0.009946392256033455
4000,0.2199999988079071,1.1085138320922852,0.14000000059604645,0.18530064821243286,0.009930015108992088
4500,0.07999999821186066,0.9251549243927002,0.03999999910593033,0.17557485401630402,0.009911475494385393
5000,0.09999999403953552,0.8842223882675171,0.17999999225139618,0.31664618849754333,0.009890781544301078
5500,0.05999999865889549,0.7690471410751343,0.14000000059604645,0.29460904002189636,0.009867942335789592
6000,0.17999999225139618,0.898400604724884,0.17999999225139618,0.34108996391296387,0.00984296788688263
6500,0.07999999821186066,0.7885982394218445,0.07999999821186066,0.2245744913816452,0.009815869152198894
7000,0.0,0.6788424849510193,0.03999999910593033,0.1037539467215538,0.00978665801813904
7500,0.11999999731779099,0.8446114659309387,0.23999999463558197,0.5129721164703369,0.009755347297671906
8000,0.09999999403953552,0.8374077081680298,0.14000000059604645,0.3219209313392639,0.009721950724714315
8500,0.09999999403953552,0.8357197046279907,0.09999999403953552,0.22101396322250366,0.009686482948106931
9000,0.14000000059604645,0.8953680992126465,0.019999999552965164,0.08838768303394318,0.0096489595251888
9500,0.07999999821186066,0.7317087650299072,0.07999999821186066,0.15164707601070404,0.009609396914973372
10000,0.07999999821186066,0.7741207480430603,0.07999999821186066,0.10424771159887314,0.009567812470929042
10500,0.09999999403953552,0.8430586457252502,0.05999999865889549,0.1069803237915039,0.009524224433367352
11000,0.05999999865889549,0.7604773044586182,0.14000000059604645,0.3272669315338135,0.00947865192144217
11500,0.11999999731779099,0.7118563652038574,0.11999999731779099,0.2622113823890686,0.009431114924763413
12000,0.03999999910593033,0.6736860275268555,0.07999999821186066,0.22489187121391296,0.009381634294628937
12500,0.05999999865889549,0.7114726305007935,0.0,0.025922169908881187,0.00933023173487847
13000,0.17999999225139618,1.027421236038208,0.14000000059604645,0.41014838218688965,0.009276929792373587
13500,0.07999999821186066,0.6883032917976379,0.07999999821186066,0.24353386461734772,0.00922175184710792
14000,0.11999999731779099,0.820854127407074,0.07999999821186066,0.2556597590446472,0.009164722101951905
14500,0.03999999910593033,0.6774725914001465,0.03999999910593033,0.14351443946361542,0.009105865572036624
15000,0.14000000059604645,0.85980224609375,0.019999999552965164,0.1055871769785881,0.009045208073781322
15500,0.019999999552965164,0.62367844581604,0.14000000059604645,0.4023791551589966,0.008982776213569481
16000,0.05999999865889549,0.7069175839424133,0.03999999910593033,0.0695481225848198,0.008918597376078384
16500,0.07999999821186066,0.7162830233573914,0.03999999910593033,0.10686236619949341,0.008852699712267285
17000,0.07999999821186066,0.7525753378868103,0.07999999821186066,0.12429090589284897,0.008785112127029471
17500,0.03999999910593033,0.6427726149559021,0.07999999821186066,0.21930409967899323,0.008715864266513615
18000,0.03999999910593033,0.6374093294143677,0.019999999552965164,0.09454536437988281,0.008644986505120003
18500,0.019999999552965164,0.6229891180992126,0.07999999821186066,0.3228735625743866,0.008572509932177315
19000,0.03999999910593033,0.5976244211196899,0.09999999403953552,0.18967026472091675,0.008498466338305819
19500,0.14000000059604645,0.7238154411315918,0.09999999403953552,0.3759107291698456,0.008422888201472946
20000,0.05999999865889549,0.6549999117851257,0.019999999552965164,0.051940470933914185,0.008345808672747394
20500,0.14000000059604645,0.7680511474609375,0.11999999731779099,0.1762513518333435,0.008267261561757966
21000,0.14000000059604645,0.7245504856109619,0.05999999865889549,0.1065845862030983,0.008187281321863547
21500,0.03999999910593033,0.5694088339805603,0.07999999821186066,0.21606314182281494,0.008105903035040725
22000,0.05999999865889549,0.6265761852264404,0.07999999821186066,0.33810460567474365,0.00802316239649568
22500,0.09999999403953552,0.697394609451294,0.03999999910593033,0.13856405019760132,0.00793909569900708
23000,0.03999999910593033,0.6051020622253418,0.11999999731779099,0.38579821586608887,0.007853739817006874
23500,0.1599999964237213,0.920586109161377,0.019999999552965164,0.03309890255331993,0.007767132190405945
24000,0.05999999865889549,0.5859770178794861,0.03999999910593033,0.12547852098941803,0.007679310808171731
24500,0.03999999910593033,0.6182692050933838,0.05999999865889549,0.14174452424049377,0.007590314191665002
25000,0.03999999910593033,0.5552365779876709,0.05999999865889549,0.1910986751317978,0.007500181377743125
25500,0.07999999821186066,0.5628438591957092,0.0,0.021011877804994583,0.007408951901637203
26000,0.019999999552965164,0.5613101124763489,0.07999999821186066,0.11123920232057571,0.007316665779610617
26500,0.03999999910593033,0.5651771426200867,0.05999999865889549,0.2529144585132599,0.007223363491406576
27000,0.03999999910593033,0.5835142731666565,0.19999998807907104,0.6092305779457092,0.007129085962492351
27500,0.11999999731779099,0.6014024019241333,0.03999999910593033,0.04802146926522255,0.007033874546108028
28000,0.07999999821186066,0.6720330715179443,0.09999999403953552,0.2363642454147339,0.006937771005127601
28500,0.0,0.5134661197662354,0.03999999910593033,0.15908636152744293,0.006840817493740395
29000,0.019999999552965164,0.49475038051605225,0.03999999910593033,0.09702346473932266,0.006743056538960846
29500,0.09999999403953552,0.7281500101089478,0.05999999865889549,0.33452269434928894,0.006644531021974752
30000,0.03999999910593033,0.571712851524353,0.019999999552965164,0.057022906839847565,0.006545284159330163
30500,0.03999999910593033,0.5226922631263733,0.14000000059604645,0.30590784549713135,0.006445359483981171
31000,0.07999999821186066,0.5948384404182434,0.03999999910593033,0.1438291370868683,0.006344800826192926
31500,0.03999999910593033,0.5583259463310242,0.03999999910593033,0.10841569304466248,0.006243652294316231
32000,0.0,0.4776214361190796,0.05999999865889549,0.135928213596344,0.006141958255440158
