step,train_error_hist,train_loss_hist,val_error_hist,val_loss_hist,lr_hist
45000,0,1.132740378,0.09375,0.335612893,0.000439395
45500,0.015625,1.160190344,0.109375,0.269087434,0.000411993
46000,0.015625,1.133019328,0.046875,0.070321709,0.000385335
46500,0.015625,1.141168237,0.015625,0.051521692,0.000359442
47000,0.03125,1.16952455,0.046875,0.121454239,0.00033433
47500,0.015625,1.136776805,0.015625,0.075327605,0.000310018
48000,0.015625,1.122125387,0.0625,0.306744099,0.000286521
48500,0.03125,1.148805618,0.015625,0.088969894,0.000263855
49000,0.046875,1.196051717,0.09375,0.236276716,0.000242037
49500,0.03125,1.123200178,0.0625,0.312006891,0.000221081
50000,0,1.105388165,0.0625,0.289638162,0.000201001
50500,0.015625,1.131619334,0.0625,0.241292834,0.000181812
51000,0.03125,1.176088214,0.109375,0.320057541,0.000163526
51500,0.015625,1.145585537,0.046875,0.113116324,0.000146156
52000,0.03125,1.176358819,0.046875,0.084895872,0.000129714
52500,0.046875,1.143528819,0.015625,0.117543153,0.000114211
53000,0.03125,1.169756174,0.0625,0.229013115,9.97E-05
53500,0,1.093721628,0.109375,0.338752687,8.61E-05
54000,0.03125,1.145158887,0.046875,0.175275937,7.34E-05
54500,0.03125,1.125533104,0.109375,0.416966736,6.18E-05
55000,0.015625,1.128448009,0.046875,0.095001757,5.11E-05
55500,0.03125,1.156369448,0.015625,0.040016912,4.15E-05
56000,0.015625,1.121196866,0.03125,0.071261808,3.28E-05
56500,0.015625,1.101770401,0.0625,0.29619652,2.51E-05
57000,0,1.113850832,0.078125,0.345915139,1.85E-05
57500,0.015625,1.106002688,0.03125,0.100533247,1.28E-05
58000,0.015625,1.113725185,0.046875,0.256794512,8.23E-06
58500,0.015625,1.113052249,0.015625,0.102511778,4.63E-06
59000,0.015625,1.114412785,0.0625,0.120327786,2.06E-06
59500,0.03125,1.12827301,0.078125,0.353071928,5.16E-07
