step,train_error_hist,train_loss_hist,val_error_hist,val_loss_hist,lr_hist
0,0.6599999666213989,1.190974473953247,0.47999998927116394,0.7012771368026733,0.009999999993146108
500,0.3799999952316284,1.0414693355560303,0.3799999952316284,0.63352370262146,0.009998293471135282
1000,0.1599999964237213,0.8015352487564087,0.29999998211860657,0.559684157371521,0.009993161368449669
1500,0.25999999046325684,0.9481958150863647,0.1599999964237213,0.32413047552108765,0.009984607202376096
2000,0.2199999988079071,0.7730013132095337,0.07999999821186066,0.2661358714103699,0.0099726368355127
2500,0.14000000059604645,0.7253004312515259,0.19999998807907104,0.37480393052101135,0.009957258471750996
3000,0.07999999821186066,0.5808701515197754,0.14000000059604645,0.44013187289237976,0.00993848265065334
3500,0.07999999821186066,0.6935559511184692,0.14000000059604645,0.3218036890029907,0.009916322240229638
4000,0.14000000059604645,0.7026001214981079,0.3400000035762787,1.3724685907363892,0.009890792428118259
4500,0.14000000059604645,0.6716757416725159,0.14000000059604645,0.44609275460243225,0.00986191071117718
5000,0.11999999731779099,0.737250804901123,0.03999999910593033,0.10346101969480515,0.009829696883492518
5500,0.09999999403953552,0.6143513917922974,0.07999999821186066,0.22352169454097748,0.009794173022812654
6000,0.11999999731779099,0.5904673337936401,0.14000000059604645,0.3206080496311188,0.00975536347541724
6500,0.1599999964237213,0.7604888677597046,0.1599999964237213,0.36342284083366394,0.00971329483943148
7000,0.07999999821186066,0.5902971625328064,0.1599999964237213,0.5411248207092285,0.009667995946597105
7500,0.11999999731779099,0.5844622254371643,0.07999999821186066,0.21154233813285828,0.009619497842512533
8000,0.14000000059604645,0.5983028411865234,0.07999999821186066,0.3587060272693634,0.009567833765355766
8500,0.07999999821186066,0.509446382522583,0.07999999821186066,0.17616719007492065,0.009513039123104614
9000,0.1599999964237213,0.6704977750778198,0.09999999403953552,0.3340713381767273,0.009455151469269821
9500,0.09999999403953552,0.6323553323745728,0.09999999403953552,0.27340614795684814,0.009394210477157772
10000,0.05999999865889549,0.5166519284248352,0.07999999821186066,0.53713059425354,0.00933025791268039
10500,0.14000000059604645,0.6792964935302734,0.07999999821186066,0.20266173779964447,0.009263337605730863
