step,train_error_hist,train_loss_hist,val_error_hist,val_loss_hist,lr_hist
0,0.51953125,2.6461474895477295,0.53125,0.6931886076927185,0.003
500,0.2421875,2.2729549407958984,0.234375,0.48013412952423096,0.003
1000,0.20703125,2.1686105728149414,0.2421875,0.5503455400466919,0.003
1500,0.1484375,2.0811004638671875,0.2109375,0.43243178725242615,0.003
2000,0.1328125,2.01591420173645,0.140625,0.3161391019821167,0.003
2500,0.11328125,1.9871711730957031,0.1171875,0.2529009282588959,0.003
3000,0.07421875,1.9179110527038574,0.09375,0.29532158374786377,0.003
3500,0.09375,1.885336995124817,0.109375,0.23445898294448853,0.003
4000,0.07421875,1.8593581914901733,0.125,0.33169257640838623,0.003
4500,0.0703125,1.8211716413497925,0.09375,0.22755855321884155,0.003
5000,0.05859375,1.7667485475540161,0.1015625,0.20324550569057465,0.003
5500,0.0703125,1.7873116731643677,0.09375,0.291180282831192,0.003
6000,0.0546875,1.757388710975647,0.078125,0.2777332663536072,0.003
6500,0.05859375,1.7533215284347534,0.09375,0.3361804187297821,0.003
7000,0.0390625,1.6828185319900513,0.15625,0.4221537411212921,0.003
7500,0.05078125,1.7010735273361206,0.078125,0.22479888796806335,0.003
8000,0.04296875,1.682982325553894,0.0703125,0.2888917326927185,0.003
8500,0.03125,1.6462805271148682,0.1640625,0.6334945559501648,0.003
9000,0.0390625,1.6419564485549927,0.0625,0.2000235766172409,0.003
9500,0.03125,1.6151069402694702,0.1796875,0.6447775959968567,0.003
10000,0.0703125,1.6613762378692627,0.0625,0.20999911427497864,0.003
10500,0.03125,1.5782039165496826,0.125,0.27537810802459717,0.003
11000,0.04296875,1.6015944480895996,0.140625,0.47956204414367676,0.003
11500,0.05859375,1.5923948287963867,0.1171875,0.37746867537498474,0.003
12000,0.03515625,1.543779969215393,0.109375,0.4029428958892822,0.003
12500,0.02734375,1.5084623098373413,0.078125,0.2802531123161316,0.003
13000,0.03125,1.516111135482788,0.078125,0.2725851535797119,0.003
13500,0.01953125,1.477559208869934,0.0703125,0.30541691184043884,0.003
14000,0.01171875,1.4755518436431885,0.1015625,0.2557477653026581,0.003
14500,0.0390625,1.4759695529937744,0.0859375,0.2528543472290039,0.003
15000,0.046875,1.5071035623550415,0.125,0.5418792963027954,0.003
15500,0.0234375,1.4427379369735718,0.078125,0.37704718112945557,0.003
16000,0.015625,1.4226692914962769,0.0703125,0.34076106548309326,0.003
16500,0.03125,1.4521831274032593,0.09375,0.3043765723705292,0.003
17000,0.01953125,1.3967194557189941,0.09375,0.2863321006298065,0.003
17500,0.0234375,1.3793524503707886,0.109375,0.5275991559028625,0.003
18000,0.0390625,1.3834140300750732,0.0859375,0.3018416166305542,0.003
18500,0.02734375,1.3768486976623535,0.09375,0.3932465612888336,0.003
19000,0.0234375,1.355252981185913,0.1171875,0.43778669834136963,0.003
19500,0.0234375,1.3337862491607666,0.1328125,0.6203492879867554,0.003
20000,0.03515625,1.3496110439300537,0.078125,0.26532435417175293,0.003
20500,0.0390625,1.3515454530715942,0.078125,0.2801404297351837,0.003
21000,0.0234375,1.2934377193450928,0.0703125,0.41585609316825867,0.003
21500,0.01171875,1.2752344608306885,0.1015625,0.4507395029067993,0.003
22000,0.015625,1.2707316875457764,0.078125,0.2268761694431305,0.003
22500,0.02734375,1.266943097114563,0.0703125,0.24436631798744202,0.003
23000,0.01953125,1.2563023567199707,0.1171875,0.5099539756774902,0.003
23500,0.02734375,1.2575504779815674,0.1484375,0.5316075086593628,0.003
24000,0.02734375,1.2366313934326172,0.078125,0.46647539734840393,0.003
24500,0.015625,1.225030541419983,0.0703125,0.3798553943634033,0.003
25000,0.015625,1.2087141275405884,0.09375,0.32109516859054565,0.003
25500,0.01953125,1.1933012008666992,0.078125,0.3040541708469391,0.003
26000,0.0234375,1.2015082836151123,0.125,0.42362499237060547,0.003
26500,0.04296875,1.219760537147522,0.0625,0.25145047903060913,0.003
27000,0.01171875,1.1522963047027588,0.1015625,0.49281516671180725,0.003
27500,0.01171875,1.1589256525039673,0.1171875,0.6134818196296692,0.003
28000,0.015625,1.1506948471069336,0.0703125,0.4146905243396759,0.003
28500,0.03515625,1.176202416419983,0.0859375,0.3819613754749298,0.003
29000,0.01171875,1.1275912523269653,0.0859375,0.41576552391052246,0.003
29500,0.00390625,1.0954468250274658,0.078125,0.4195450246334076,0.003
30000,0.0234375,1.1416884660720825,0.09375,0.5578711032867432,0.003
30500,0.015625,1.0975769758224487,0.078125,0.2679252028465271,0.003
31000,0.02734375,1.122035026550293,0.109375,0.4781413674354553,0.003
31500,0.01953125,1.0886170864105225,0.078125,0.37310320138931274,0.003
32000,0.01953125,1.0757992267608643,0.0859375,0.32581862807273865,0.003
32500,0.0078125,1.0485249757766724,0.0625,0.22974994778633118,0.003
33000,0.0234375,1.0849553346633911,0.1015625,0.39510050415992737,0.003
33500,0.015625,1.045376181602478,0.078125,0.35491958260536194,0.003
34000,0.01171875,1.0356820821762085,0.1015625,0.43122634291648865,0.003
34500,0.0078125,1.0122944116592407,0.1171875,0.5841777324676514,0.003
